+=============================================================================+
| Traininig store    1                                                        |
+=============================================================================+
Val 100% loss: 0.731429666, rmspe: 0.188511656
Val 100% loss: 0.452186329, rmspe: 0.158379087
Val 100% loss: 0.411111003, rmspe: 0.151807601
Val 100% loss: 0.382852490, rmspe: 0.146382856
Val 100% loss: 0.373778989, rmspe: 0.147388178
Val 100% loss: 0.356357619, rmspe: 0.143325142
Val 100% loss: 0.357279199, rmspe: 0.134193071
Val 100% loss: 0.322933021, rmspe: 0.136844866
Val 100% loss: 0.321825910, rmspe: 0.137201599
Val 100% loss: 0.310192956, rmspe: 0.133386889
Val 100% loss: 0.319090071, rmspe: 0.139823693
Val 100% loss: 0.299192715, rmspe: 0.132053614
Val 100% loss: 0.308570693, rmspe: 0.136188640
Val 100% loss: 0.293207722, rmspe: 0.128126393
Val 100% loss: 0.286806704, rmspe: 0.128840193
Val 100% loss: 0.295527258, rmspe: 0.127229989
Val 100% loss: 0.291938570, rmspe: 0.126364066
Val 100% loss: 0.280219390, rmspe: 0.129035558
Val 100% loss: 0.275851185, rmspe: 0.125085170
Val 100% loss: 0.268064869, rmspe: 0.124153440
Val 100% loss: 0.268385541, rmspe: 0.125233286
Val 100% loss: 0.268545045, rmspe: 0.121916789
Val 100% loss: 0.261890067, rmspe: 0.121699338
Val 100% loss: 0.253846628, rmspe: 0.124191963
Val 100% loss: 0.292840940, rmspe: 0.132454916
Val 100% loss: 0.270520821, rmspe: 0.126274696
Val 100% loss: 0.259209767, rmspe: 0.123740410
Val 100% loss: 0.261291752, rmspe: 0.126179767
Val 100% loss: 0.253472861, rmspe: 0.116796732
Val 100% loss: 0.233075010, rmspe: 0.117668700
Val 100% loss: 0.277212105, rmspe: 0.128166050
Val 100% loss: 0.256061702, rmspe: 0.124486121
Val 100% loss: 0.246778917, rmspe: 0.125515378
Val 100% loss: 0.282037067, rmspe: 0.135395084
Val 100% loss: 0.240877810, rmspe: 0.118916902
Val 100% loss: 0.221206581, rmspe: 0.118495165
Val 100% loss: 0.227646337, rmspe: 0.115119906
Val 100% loss: 0.220953688, rmspe: 0.110344693
Val 100% loss: 0.199580037, rmspe: 0.112203473
Val 100% loss: 0.209562825, rmspe: 0.112516958
Val 100% loss: 0.244629126, rmspe: 0.116261357
Val 100% loss: 0.225106636, rmspe: 0.117931535
Val 100% loss: 0.211937680, rmspe: 0.112713681
Val 100% loss: 0.225587107, rmspe: 0.121120229
Val 100% loss: 0.209332366, rmspe: 0.114066548
Val 100% loss: 0.192937967, rmspe: 0.110504897
Val 100% loss: 0.183180919, rmspe: 0.108428014
Val 100% loss: 0.178941341, rmspe: 0.110496362
Val 100% loss: 0.173537053, rmspe: 0.105377083
Val 100% loss: 0.181967180, rmspe: 0.104051117
+=============================================================================+
| Time taken: 21.249000072
+=============================================================================+
+=============================================================================+
| Traininig store  937                                                        |
+=============================================================================+
Val 100% loss: 0.513472848, rmspe: 0.201627180
Val 100% loss: 0.417342410, rmspe: 0.170708927
Val 100% loss: 0.381548389, rmspe: 0.160821272
Val 100% loss: 0.363744698, rmspe: 0.162005322
Val 100% loss: 0.397086438, rmspe: 0.179066417
Val 100% loss: 0.321495928, rmspe: 0.149547787
Val 100% loss: 0.307230257, rmspe: 0.144828032
Val 100% loss: 0.305632905, rmspe: 0.148025787
Val 100% loss: 0.341712208, rmspe: 0.163672856
Val 100% loss: 0.271542634, rmspe: 0.138194710
Val 100% loss: 0.272847112, rmspe: 0.141679508
Val 100% loss: 0.281513129, rmspe: 0.146443331
Val 100% loss: 0.264557890, rmspe: 0.139082056
Val 100% loss: 0.260875366, rmspe: 0.139501701
Val 100% loss: 0.243883290, rmspe: 0.131689629
Val 100% loss: 0.237948632, rmspe: 0.126377852
Val 100% loss: 0.248308052, rmspe: 0.130619633
Val 100% loss: 0.242505292, rmspe: 0.134074420
Val 100% loss: 0.231679580, rmspe: 0.127697289
Val 100% loss: 0.225243039, rmspe: 0.118197881
Val 100% loss: 0.216892284, rmspe: 0.123293955
Val 100% loss: 0.215445456, rmspe: 0.120488357
Val 100% loss: 0.211895249, rmspe: 0.120805514
Val 100% loss: 0.207355535, rmspe: 0.117843965
Val 100% loss: 0.213697054, rmspe: 0.125687719
Val 100% loss: 0.196864574, rmspe: 0.118383206
Val 100% loss: 0.192189540, rmspe: 0.111659791
Val 100% loss: 0.194837189, rmspe: 0.112379115
Val 100% loss: 0.180090745, rmspe: 0.113984000
Val 100% loss: 0.178904107, rmspe: 0.112010639
Val 100% loss: 0.174596930, rmspe: 0.112935823
Val 100% loss: 0.185924621, rmspe: 0.112716129
Val 100% loss: 0.178317495, rmspe: 0.115123770
Val 100% loss: 0.166157232, rmspe: 0.109433948
Val 100% loss: 0.162689198, rmspe: 0.103794180
Val 100% loss: 0.154546771, rmspe: 0.102306154
Val 100% loss: 0.160058407, rmspe: 0.109073491
Val 100% loss: 0.176325245, rmspe: 0.105790890
Val 100% loss: 0.192096958, rmspe: 0.113100867
Val 100% loss: 0.172354139, rmspe: 0.104576880
Val 100% loss: 0.151263687, rmspe: 0.103113952
Val 100% loss: 0.143984115, rmspe: 0.101326354
Val 100% loss: 0.146809378, rmspe: 0.101219887
Val 100% loss: 0.139949784, rmspe: 0.097956549
Val 100% loss: 0.144092249, rmspe: 0.097508791
Val 100% loss: 0.139089833, rmspe: 0.097278717
Val 100% loss: 0.135016586, rmspe: 0.099074424
Val 100% loss: 0.140148795, rmspe: 0.102274459
Val 100% loss: 0.146148204, rmspe: 0.106444030
Val 100% loss: 0.128441163, rmspe: 0.094112644
+=============================================================================+
| Time taken: 21.358999968
+=============================================================================+
+=============================================================================+
| Traininig store  938                                                        |
+=============================================================================+
Val 100% loss: 0.426319201, rmspe: 0.120095567
Val 100% loss: 0.328078045, rmspe: 0.107491526
Val 100% loss: 0.302091298, rmspe: 0.101872672
Val 100% loss: 0.272204612, rmspe: 0.098760221
Val 100% loss: 0.267658086, rmspe: 0.095655571
Val 100% loss: 0.257670420, rmspe: 0.098349288
Val 100% loss: 0.254688002, rmspe: 0.093688874
Val 100% loss: 0.266420277, rmspe: 0.097103612
Val 100% loss: 0.231959900, rmspe: 0.092684983
Val 100% loss: 0.231804857, rmspe: 0.095833063
Val 100% loss: 0.224157150, rmspe: 0.089705234
Val 100% loss: 0.227167784, rmspe: 0.095313419
Val 100% loss: 0.219580480, rmspe: 0.093420687
Val 100% loss: 0.224257676, rmspe: 0.090162069
Val 100% loss: 0.230833199, rmspe: 0.098960418
Val 100% loss: 0.218556122, rmspe: 0.094400458
Val 100% loss: 0.206104272, rmspe: 0.089881017
Val 100% loss: 0.196396511, rmspe: 0.083082124
Val 100% loss: 0.190203775, rmspe: 0.082494456
Val 100% loss: 0.226682354, rmspe: 0.084975963
Val 100% loss: 0.200887396, rmspe: 0.083344724
Val 100% loss: 0.170970763, rmspe: 0.082514637
Val 100% loss: 0.191338631, rmspe: 0.082175629
Val 100% loss: 0.155035100, rmspe: 0.077451886
Val 100% loss: 0.161853255, rmspe: 0.079812275
Val 100% loss: 0.148148648, rmspe: 0.078552759
Val 100% loss: 0.164990190, rmspe: 0.083716732
Val 100% loss: 0.136297610, rmspe: 0.076282875
Val 100% loss: 0.131741829, rmspe: 0.073293507
Val 100% loss: 0.129640965, rmspe: 0.074357510
Val 100% loss: 0.220788157, rmspe: 0.084063196
Val 100% loss: 0.158060428, rmspe: 0.082963352
Val 100% loss: 0.117343217, rmspe: 0.070323592
Val 100% loss: 0.113263202, rmspe: 0.068113181
Val 100% loss: 0.112242981, rmspe: 0.067953324
Val 100% loss: 0.141908611, rmspe: 0.072270883
Val 100% loss: 0.111198980, rmspe: 0.066942766
Val 100% loss: 0.112652210, rmspe: 0.067113534
Val 100% loss: 0.106919169, rmspe: 0.066659920
Val 100% loss: 0.109495442, rmspe: 0.070259644
Val 100% loss: 0.108263995, rmspe: 0.066807559
Val 100% loss: 0.099125989, rmspe: 0.063775419
Val 100% loss: 0.096983555, rmspe: 0.063026127
Val 100% loss: 0.115154440, rmspe: 0.066127230
Val 100% loss: 0.171853758, rmspe: 0.079824086
Val 100% loss: 0.119148906, rmspe: 0.070568086
Val 100% loss: 0.100808473, rmspe: 0.064979961
Val 100% loss: 0.093535374, rmspe: 0.063319876
Val 100% loss: 0.092699764, rmspe: 0.062024969
Val 100% loss: 0.090917749, rmspe: 0.061459023
+=============================================================================+
| Time taken: 21.296000004
+=============================================================================+
+=============================================================================+
| Traininig store  939                                                        |
+=============================================================================+
Val 100% loss: 0.424795032, rmspe: 0.169643427
Val 100% loss: 0.373968227, rmspe: 0.160206277
Val 100% loss: 0.352098643, rmspe: 0.153438595
Val 100% loss: 0.337449152, rmspe: 0.149293657
Val 100% loss: 0.322663372, rmspe: 0.147206673
Val 100% loss: 0.315221186, rmspe: 0.142831946
Val 100% loss: 0.307680278, rmspe: 0.140706017
Val 100% loss: 0.306495881, rmspe: 0.137302150
Val 100% loss: 0.290125882, rmspe: 0.136800963
Val 100% loss: 0.282150189, rmspe: 0.135573134
Val 100% loss: 0.275939619, rmspe: 0.135299163
Val 100% loss: 0.266526271, rmspe: 0.136362051
Val 100% loss: 0.263913673, rmspe: 0.137808489
Val 100% loss: 0.257149485, rmspe: 0.132992283
Val 100% loss: 0.277557284, rmspe: 0.127326878
Val 100% loss: 0.244068942, rmspe: 0.125831616
Val 100% loss: 0.262251424, rmspe: 0.123438132
Val 100% loss: 0.239087954, rmspe: 0.132891270
Val 100% loss: 0.237424315, rmspe: 0.122266039
Val 100% loss: 0.227549880, rmspe: 0.132073769
Val 100% loss: 0.227836293, rmspe: 0.128517763
Val 100% loss: 0.203166145, rmspe: 0.122512284
Val 100% loss: 0.192670780, rmspe: 0.116333465
Val 100% loss: 0.198174083, rmspe: 0.119333360
Val 100% loss: 0.185492206, rmspe: 0.116492125
Val 100% loss: 0.183999797, rmspe: 0.111285524
Val 100% loss: 0.200149910, rmspe: 0.117632995
Val 100% loss: 0.178937720, rmspe: 0.118301200
Val 100% loss: 0.176741429, rmspe: 0.109894700
Val 100% loss: 0.167983362, rmspe: 0.112984346
Val 100% loss: 0.182370015, rmspe: 0.112364500
Val 100% loss: 0.163151347, rmspe: 0.110489640
Val 100% loss: 0.159953836, rmspe: 0.109344405
Val 100% loss: 0.156270920, rmspe: 0.107237313
Val 100% loss: 0.160543419, rmspe: 0.108381690
Val 100% loss: 0.151588922, rmspe: 0.107180739
Val 100% loss: 0.161141506, rmspe: 0.112380471
Val 100% loss: 0.153549696, rmspe: 0.106119252
Val 100% loss: 0.145123649, rmspe: 0.105411736
Val 100% loss: 0.148919637, rmspe: 0.104751733
Val 100% loss: 0.141035449, rmspe: 0.103435615
Val 100% loss: 0.157190224, rmspe: 0.106418985
Val 100% loss: 0.139324524, rmspe: 0.105563188
Val 100% loss: 0.136766296, rmspe: 0.102030117
Val 100% loss: 0.132544156, rmspe: 0.104470229
Val 100% loss: 0.129761809, rmspe: 0.103277476
Val 100% loss: 0.130924874, rmspe: 0.103265120
Val 100% loss: 0.128243608, rmspe: 0.102717341
Val 100% loss: 0.127842042, rmspe: 0.104375650
Val 100% loss: 0.122419482, rmspe: 0.100586169
+=============================================================================+
| Time taken: 21.249000072
+=============================================================================+
+=============================================================================+
| Traininig store  941                                                        |
+=============================================================================+
Val 100% loss: 0.488948157, rmspe: 0.205247187
Val 100% loss: 0.230305129, rmspe: 0.116575475
Val 100% loss: 0.197942285, rmspe: 0.112149552
Val 100% loss: 0.184316630, rmspe: 0.108216883
Val 100% loss: 0.176833802, rmspe: 0.109418492
Val 100% loss: 0.173642399, rmspe: 0.109653388
Val 100% loss: 0.158244391, rmspe: 0.104904225
Val 100% loss: 0.142125132, rmspe: 0.095114336
Val 100% loss: 0.136253198, rmspe: 0.095341990
Val 100% loss: 0.137365619, rmspe: 0.098771619
Val 100% loss: 0.135568343, rmspe: 0.097704970
Val 100% loss: 0.120671894, rmspe: 0.086792747
Val 100% loss: 0.108251970, rmspe: 0.089209616
Val 100% loss: 0.102971293, rmspe: 0.086279015
Val 100% loss: 0.106039032, rmspe: 0.081093704
Val 100% loss: 0.091429025, rmspe: 0.081496035
Val 100% loss: 0.094290667, rmspe: 0.082366503
Val 100% loss: 0.085439494, rmspe: 0.076623003
Val 100% loss: 0.085654625, rmspe: 0.078193442
Val 100% loss: 0.150352334, rmspe: 0.100369193
Val 100% loss: 0.081249717, rmspe: 0.075348075
Val 100% loss: 0.077362448, rmspe: 0.072973701
Val 100% loss: 0.077333438, rmspe: 0.073856690
Val 100% loss: 0.079480404, rmspe: 0.075265096
Val 100% loss: 0.075346512, rmspe: 0.071163106
Val 100% loss: 0.078693751, rmspe: 0.069834955
Val 100% loss: 0.072885017, rmspe: 0.071346415
Val 100% loss: 0.087034878, rmspe: 0.071300590
Val 100% loss: 0.066748059, rmspe: 0.067561842
Val 100% loss: 0.071931225, rmspe: 0.073312643
Val 100% loss: 0.065571140, rmspe: 0.067270967
Val 100% loss: 0.079637955, rmspe: 0.068904467
Val 100% loss: 0.073147088, rmspe: 0.067550552
Val 100% loss: 0.066084003, rmspe: 0.069131927
Val 100% loss: 0.059808242, rmspe: 0.063924287
Val 100% loss: 0.073496056, rmspe: 0.066816292
Val 100% loss: 0.058433444, rmspe: 0.062728099
Val 100% loss: 0.058707728, rmspe: 0.062307931
Val 100% loss: 0.065567600, rmspe: 0.063573795
Val 100% loss: 0.055876167, rmspe: 0.062341942
Val 100% loss: 0.053504584, rmspe: 0.060101380
Val 100% loss: 0.070425873, rmspe: 0.063778694
Val 100% loss: 0.055927202, rmspe: 0.064426032
Val 100% loss: 0.050772017, rmspe: 0.060085083
Val 100% loss: 0.055253738, rmspe: 0.062124999
Val 100% loss: 0.049710026, rmspe: 0.059707273
Val 100% loss: 0.051875915, rmspe: 0.059198216
Val 100% loss: 0.049205102, rmspe: 0.057536052
Val 100% loss: 0.055814573, rmspe: 0.059383197
Val 100% loss: 0.045907357, rmspe: 0.057123273
+=============================================================================+
| Time taken: 21.298000097
+=============================================================================+
+=============================================================================+
| Traininig store  942                                                        |
+=============================================================================+
Val 100% loss: 0.565534845, rmspe: 0.211970149
Val 100% loss: 0.409902829, rmspe: 0.226955469
Val 100% loss: 0.368306667, rmspe: 0.216752807
Val 100% loss: 0.340296954, rmspe: 0.220288556
Val 100% loss: 0.322257486, rmspe: 0.210171147
Val 100% loss: 0.346665685, rmspe: 0.226285806
Val 100% loss: 0.287834313, rmspe: 0.197222794
Val 100% loss: 0.298871250, rmspe: 0.194327974
Val 100% loss: 0.255824932, rmspe: 0.192075475
Val 100% loss: 0.283509566, rmspe: 0.210971420
Val 100% loss: 0.240855216, rmspe: 0.186114305
Val 100% loss: 0.222371362, rmspe: 0.186677945
Val 100% loss: 0.216431605, rmspe: 0.186330568
Val 100% loss: 0.209933934, rmspe: 0.177413332
Val 100% loss: 0.204315097, rmspe: 0.176406570
Val 100% loss: 0.193089348, rmspe: 0.177743937
Val 100% loss: 0.189470378, rmspe: 0.177355701
Val 100% loss: 0.179691712, rmspe: 0.170033017
Val 100% loss: 0.174264073, rmspe: 0.170263596
Val 100% loss: 0.178571481, rmspe: 0.172156071
Val 100% loss: 0.182386920, rmspe: 0.163998622
Val 100% loss: 0.165594850, rmspe: 0.165827814
Val 100% loss: 0.167785672, rmspe: 0.161961224
Val 100% loss: 0.171555596, rmspe: 0.160121924
Val 100% loss: 0.159671701, rmspe: 0.163745952
Val 100% loss: 0.150076994, rmspe: 0.159419655
Val 100% loss: 0.291973814, rmspe: 0.182555264
Val 100% loss: 0.153010590, rmspe: 0.159671284
Val 100% loss: 0.152368762, rmspe: 0.157325021
Val 100% loss: 0.139569601, rmspe: 0.151880817
Val 100% loss: 0.136340427, rmspe: 0.153274715
Val 100% loss: 0.137369115, rmspe: 0.155738278
Val 100% loss: 0.137271446, rmspe: 0.148181708
Val 100% loss: 0.128632885, rmspe: 0.147421775
Val 100% loss: 0.126771633, rmspe: 0.147089457
Val 100% loss: 0.140154036, rmspe: 0.152229218
Val 100% loss: 0.119348417, rmspe: 0.141077310
Val 100% loss: 0.123697040, rmspe: 0.145128854
Val 100% loss: 0.119982730, rmspe: 0.137655826
Val 100% loss: 0.113854267, rmspe: 0.133369972
Val 100% loss: 0.107719092, rmspe: 0.136307576
Val 100% loss: 0.123286307, rmspe: 0.144501665
Val 100% loss: 0.107150483, rmspe: 0.135792257
Val 100% loss: 0.101200714, rmspe: 0.133172673
Val 100% loss: 0.112703118, rmspe: 0.133461648
Val 100% loss: 0.097345256, rmspe: 0.132433953
Val 100% loss: 0.096010470, rmspe: 0.130239659
Val 100% loss: 0.095940858, rmspe: 0.123402206
Val 100% loss: 0.099784478, rmspe: 0.124477219
Val 100% loss: 0.090599461, rmspe: 0.121985921
+=============================================================================+
| Time taken: 21.266000032
+=============================================================================+
+=============================================================================+
| Traininig store  943                                                        |
+=============================================================================+
Val 100% loss: 0.620664526, rmspe: 0.152060175
Val 100% loss: 0.554277036, rmspe: 0.139509138
Val 100% loss: 0.528745535, rmspe: 0.134428182
Val 100% loss: 0.509055973, rmspe: 0.132472465
Val 100% loss: 0.493418336, rmspe: 0.130344232
Val 100% loss: 0.481216263, rmspe: 0.129118336
Val 100% loss: 0.470859170, rmspe: 0.125972333
Val 100% loss: 0.457694112, rmspe: 0.126194609
Val 100% loss: 0.445834218, rmspe: 0.124084763
Val 100% loss: 0.431042966, rmspe: 0.120001712
Val 100% loss: 0.400580564, rmspe: 0.120333500
Val 100% loss: 0.419406341, rmspe: 0.120569423
Val 100% loss: 0.374892970, rmspe: 0.118808792
Val 100% loss: 0.371393012, rmspe: 0.118696687
Val 100% loss: 0.366897441, rmspe: 0.115312718
Val 100% loss: 0.339839061, rmspe: 0.120487080
Val 100% loss: 0.334326468, rmspe: 0.118709779
Val 100% loss: 0.323940513, rmspe: 0.114097724
Val 100% loss: 0.301777934, rmspe: 0.110218062
Val 100% loss: 0.325115954, rmspe: 0.119225566
Val 100% loss: 0.349335414, rmspe: 0.114693010
Val 100% loss: 0.386584490, rmspe: 0.113788532
Val 100% loss: 0.262741118, rmspe: 0.107046551
Val 100% loss: 0.393540460, rmspe: 0.113006909
Val 100% loss: 0.458733987, rmspe: 0.122355318
Val 100% loss: 0.328929791, rmspe: 0.111268090
Val 100% loss: 0.250677088, rmspe: 0.107728232
Val 100% loss: 0.273830890, rmspe: 0.114042362
Val 100% loss: 0.255316580, rmspe: 0.108584545
Val 100% loss: 0.233504249, rmspe: 0.102164642
Val 100% loss: 0.222660768, rmspe: 0.100690026
Val 100% loss: 0.236633415, rmspe: 0.106269849
Val 100% loss: 0.213307823, rmspe: 0.097931877
Val 100% loss: 0.223554271, rmspe: 0.103210869
Val 100% loss: 0.357809359, rmspe: 0.112160144
Val 100% loss: 0.230564532, rmspe: 0.100386665
Val 100% loss: 0.214044002, rmspe: 0.097752929
Val 100% loss: 0.204691627, rmspe: 0.098453037
Val 100% loss: 0.199530712, rmspe: 0.096885847
Val 100% loss: 0.197014000, rmspe: 0.093867966
Val 100% loss: 0.192286278, rmspe: 0.093849045
Val 100% loss: 0.191690088, rmspe: 0.094179910
Val 100% loss: 0.197813190, rmspe: 0.093253628
Val 100% loss: 0.190841110, rmspe: 0.092104118
Val 100% loss: 0.188970504, rmspe: 0.092211483
Val 100% loss: 0.176574638, rmspe: 0.091103621
Val 100% loss: 0.181354196, rmspe: 0.092054632
Val 100% loss: 0.188041050, rmspe: 0.093171069
Val 100% loss: 0.171108376, rmspe: 0.090727293
Val 100% loss: 0.171269017, rmspe: 0.092356579
+=============================================================================+
| Time taken: 21.218000174
+=============================================================================+
+=============================================================================+
| Traininig store  944                                                        |
+=============================================================================+
Val 100% loss: 0.678075182, rmspe: 0.181584040
Val 100% loss: 0.627611650, rmspe: 0.175361071
Val 100% loss: 0.610767654, rmspe: 0.180175097
Val 100% loss: 0.592856600, rmspe: 0.164618041
Val 100% loss: 0.577557358, rmspe: 0.172096960
Val 100% loss: 0.557066774, rmspe: 0.164620577
Val 100% loss: 0.607026315, rmspe: 0.198439666
Val 100% loss: 0.521151610, rmspe: 0.157315279
Val 100% loss: 0.489378771, rmspe: 0.161290433
Val 100% loss: 0.535863147, rmspe: 0.149518702
Val 100% loss: 0.412282978, rmspe: 0.159571931
Val 100% loss: 0.435377775, rmspe: 0.150583072
Val 100% loss: 0.491017298, rmspe: 0.159555701
Val 100% loss: 0.435669953, rmspe: 0.164461513
Val 100% loss: 0.317192529, rmspe: 0.139411595
Val 100% loss: 0.250029610, rmspe: 0.130930308
Val 100% loss: 0.221237715, rmspe: 0.125767340
Val 100% loss: 0.212010132, rmspe: 0.127995217
Val 100% loss: 0.200397465, rmspe: 0.123249757
Val 100% loss: 0.187418469, rmspe: 0.117372031
Val 100% loss: 0.180914314, rmspe: 0.116498405
Val 100% loss: 0.530438731, rmspe: 0.152670057
Val 100% loss: 0.497500619, rmspe: 0.150599371
Val 100% loss: 0.201094929, rmspe: 0.123694689
Val 100% loss: 0.526300440, rmspe: 0.159991823
Val 100% loss: 0.497742181, rmspe: 0.155762521
Val 100% loss: 0.470139526, rmspe: 0.155120075
Val 100% loss: 0.438675387, rmspe: 0.156707166
Val 100% loss: 0.427249660, rmspe: 0.144319578
Val 100% loss: 0.325910676, rmspe: 0.132617754
Val 100% loss: 0.662596204, rmspe: 0.162482705
Val 100% loss: 0.300765129, rmspe: 0.132121631
Val 100% loss: 0.202141102, rmspe: 0.119832942
Val 100% loss: 0.190020247, rmspe: 0.117364868
Val 100% loss: 0.173143711, rmspe: 0.116700122
Val 100% loss: 0.180926431, rmspe: 0.113867735
Val 100% loss: 0.162660609, rmspe: 0.113118323
Val 100% loss: 0.164296267, rmspe: 0.115769672
Val 100% loss: 0.153465080, rmspe: 0.110272309
Val 100% loss: 0.165536357, rmspe: 0.117502556
Val 100% loss: 0.146870801, rmspe: 0.109759387
Val 100% loss: 0.146277042, rmspe: 0.110069348
Val 100% loss: 0.146164925, rmspe: 0.106234584
Val 100% loss: 0.138618771, rmspe: 0.107282129
Val 100% loss: 0.135937753, rmspe: 0.106471572
Val 100% loss: 0.137927262, rmspe: 0.107950190
Val 100% loss: 0.133107629, rmspe: 0.105607726
Val 100% loss: 0.133076187, rmspe: 0.103440357
Val 100% loss: 0.128497295, rmspe: 0.103559141
Val 100% loss: 0.138728764, rmspe: 0.103110118
+=============================================================================+
| Time taken: 21.326999903
+=============================================================================+
+=============================================================================+
| Traininig store  945                                                        |
+=============================================================================+
Val 100% loss: 0.571639811, rmspe: 0.205090199
Val 100% loss: 0.459683620, rmspe: 0.158199420
Val 100% loss: 0.445168422, rmspe: 0.145757554
Val 100% loss: 0.440173869, rmspe: 0.140331555
Val 100% loss: 0.427800163, rmspe: 0.142738153
Val 100% loss: 0.422071522, rmspe: 0.138759999
Val 100% loss: 0.423221908, rmspe: 0.134405337
Val 100% loss: 0.408632325, rmspe: 0.133039086
Val 100% loss: 0.388874443, rmspe: 0.136072927
Val 100% loss: 0.389129871, rmspe: 0.133493352
Val 100% loss: 0.371172107, rmspe: 0.131206012
Val 100% loss: 0.347146201, rmspe: 0.127924914
Val 100% loss: 0.336656963, rmspe: 0.127520117
Val 100% loss: 0.351392406, rmspe: 0.141960094
Val 100% loss: 0.364142460, rmspe: 0.123766184
Val 100% loss: 0.314688505, rmspe: 0.133261292
Val 100% loss: 0.309066132, rmspe: 0.128754515
Val 100% loss: 0.301062758, rmspe: 0.131679825
Val 100% loss: 0.282195976, rmspe: 0.123675510
Val 100% loss: 0.306670106, rmspe: 0.121073547
Val 100% loss: 0.284220945, rmspe: 0.129296677
Val 100% loss: 0.266940334, rmspe: 0.124021313
Val 100% loss: 0.309206112, rmspe: 0.116887706
Val 100% loss: 0.318421965, rmspe: 0.116626997
Val 100% loss: 0.307361671, rmspe: 0.141419458
Val 100% loss: 0.296587761, rmspe: 0.120302482
Val 100% loss: 0.333587022, rmspe: 0.148733665
Val 100% loss: 0.248588143, rmspe: 0.112606245
Val 100% loss: 0.280786666, rmspe: 0.136197919
Val 100% loss: 0.246848414, rmspe: 0.109469594
Val 100% loss: 0.259434996, rmspe: 0.132364164
Val 100% loss: 0.211072937, rmspe: 0.108641512
Val 100% loss: 0.194548971, rmspe: 0.104122323
Val 100% loss: 0.252281780, rmspe: 0.131007657
Val 100% loss: 0.206915574, rmspe: 0.103014515
Val 100% loss: 0.178802293, rmspe: 0.104411814
Val 100% loss: 0.440606346, rmspe: 0.165934787
Val 100% loss: 0.302620644, rmspe: 0.131945237
Val 100% loss: 0.278101665, rmspe: 0.125272206
Val 100% loss: 0.256490916, rmspe: 0.117838778
Val 100% loss: 0.215693270, rmspe: 0.111839163
Val 100% loss: 0.197280980, rmspe: 0.102646713
Val 100% loss: 0.199306715, rmspe: 0.112305140
Val 100% loss: 0.386585090, rmspe: 0.135790385
Val 100% loss: 0.183321210, rmspe: 0.100437146
Val 100% loss: 0.197769916, rmspe: 0.106514151
Val 100% loss: 0.203048917, rmspe: 0.110234362
Val 100% loss: 0.211346080, rmspe: 0.104550822
Val 100% loss: 0.276859617, rmspe: 0.113309971
Val 100% loss: 0.262784995, rmspe: 0.112073671
+=============================================================================+
| Time taken: 21.280999899
+=============================================================================+
+=============================================================================+
| Traininig store  946                                                        |
+=============================================================================+
Val 100% loss: 0.410362422, rmspe: 0.187712914
Val 100% loss: 0.275828648, rmspe: 0.155074428
Val 100% loss: 0.247104297, rmspe: 0.148531147
Val 100% loss: 0.230939540, rmspe: 0.142211496
Val 100% loss: 0.218329742, rmspe: 0.138216335
Val 100% loss: 0.209714485, rmspe: 0.134497173
Val 100% loss: 0.200989501, rmspe: 0.131972741
Val 100% loss: 0.192830564, rmspe: 0.127913317
Val 100% loss: 0.189935653, rmspe: 0.129349410
Val 100% loss: 0.180240288, rmspe: 0.125181226
Val 100% loss: 0.176587593, rmspe: 0.123947039
Val 100% loss: 0.169952683, rmspe: 0.119695519
Val 100% loss: 0.166559199, rmspe: 0.119586014
Val 100% loss: 0.174004969, rmspe: 0.115517427
Val 100% loss: 0.161064441, rmspe: 0.121863855
Val 100% loss: 0.159621349, rmspe: 0.121196372
Val 100% loss: 0.154474860, rmspe: 0.119619622
Val 100% loss: 0.164029911, rmspe: 0.112915957
Val 100% loss: 0.147873043, rmspe: 0.116762621
Val 100% loss: 0.147302823, rmspe: 0.117256065
Val 100% loss: 0.141721242, rmspe: 0.114416431
Val 100% loss: 0.138594369, rmspe: 0.112192293
Val 100% loss: 0.135343758, rmspe: 0.111172894
Val 100% loss: 0.133695088, rmspe: 0.112614175
Val 100% loss: 0.131435863, rmspe: 0.110914170
Val 100% loss: 0.128231909, rmspe: 0.112055183
Val 100% loss: 0.134955644, rmspe: 0.106662801
Val 100% loss: 0.128982847, rmspe: 0.114235509
Val 100% loss: 0.124320175, rmspe: 0.107206443
Val 100% loss: 0.116817765, rmspe: 0.107017611
Val 100% loss: 0.111345268, rmspe: 0.105881995
Val 100% loss: 0.115164445, rmspe: 0.110008547
Val 100% loss: 0.107268631, rmspe: 0.104826420
Val 100% loss: 0.106553185, rmspe: 0.103930151
Val 100% loss: 0.104735719, rmspe: 0.104746922
Val 100% loss: 0.106010328, rmspe: 0.097803054
Val 100% loss: 0.094217473, rmspe: 0.099084355
Val 100% loss: 0.157243058, rmspe: 0.106279384
Val 100% loss: 0.092106022, rmspe: 0.095432992
Val 100% loss: 0.090661132, rmspe: 0.094425130
Val 100% loss: 0.094899327, rmspe: 0.099031865
Val 100% loss: 0.092263784, rmspe: 0.095807994
Val 100% loss: 0.093884974, rmspe: 0.092892582
Val 100% loss: 0.085849414, rmspe: 0.094685726
Val 100% loss: 0.088251406, rmspe: 0.099583476
Val 100% loss: 0.086725053, rmspe: 0.097359381
